btr_pwr,btr_life,mhz,cores,frontcam,backcam,px_h,px_w,cm_h,cm_w,rom,ram,thick,weight,dual_sim,bt,touch,wifi,4g,3g,class
1701,10,0.5,2,13,15,364,828,11,0,46,3717,0.9,115,0,1,1,0,1,1,3
1900,18,0.5,1,0,1,934,1241,15,5,55,3917,0.9,171,1,1,0,1,1,1,3
1974,6,1.0,7,4,13,250,545,7,4,24,861,0.3,80,0,0,0,1,0,1,0
1197,14,0.5,5,9,10,214,1710,19,7,20,2885,0.1,129,1,1,1,1,0,1,2
587,14,2.3,1,4,16,612,1793,9,2,6,2777,0.7,170,1,1,1,0,0,1,2
934,9,1.1,5,7,12,1111,1463,12,7,24,1017,0.8,112,0,0,0,1,0,0,0
1195,17,2.0,4,1,9,163,1100,13,9,23,980,0.1,82,1,0,0,0,1,1,0
1853,17,1.0,1,2,15,202,1951,14,4,23,2775,0.4,92,0,1,0,0,0,1,3
1164,3,1.0,8,4,18,729,1704,15,3,19,3309,0.9,95,0,0,0,1,1,1,3
1512,6,0.5,3,8,17,1079,1897,12,10,18,3607,0.1,88,0,1,1,1,1,1,3
1232,16,2.9,5,1,17,361,809,16,10,24,1257,0.3,169,1,0,0,0,1,1,0
1813,14,0.6,3,0,8,338,1306,9,3,5,759,0.2,198,1,1,1,0,1,1,0
946,4,2.6,3,17,20,1698,1771,15,7,5,3720,0.1,166,1,1,1,0,0,0,3
739,6,2.3,3,2,4,1052,1536,7,6,58,475,0.1,88,1,1,0,1,1,1,0
704,10,2.7,1,8,10,1108,1509,9,3,29,1122,0.2,80,0,1,1,1,1,1,0
1663,15,0.5,4,0,15,951,1545,8,5,40,1336,0.6,147,0,1,0,0,0,1,1
1966,20,1.4,8,2,18,1197,1987,11,2,40,1185,0.9,185,1,1,1,0,0,0,2
1219,6,1.0,5,0,4,473,1022,11,3,17,705,0.7,196,1,0,1,1,0,0,0
612,6,0.7,5,6,12,1294,1337,14,9,35,3169,0.6,181,0,1,0,0,0,0,2
1658,15,1.4,1,0,5,410,522,10,1,39,3483,0.7,182,0,1,0,1,1,1,3
1263,17,0.5,5,12,18,178,1883,14,3,64,1183,0.3,175,0,0,0,1,0,0,1
1395,16,2.8,3,0,1,782,1787,11,2,55,3373,0.6,118,0,1,1,0,1,1,3
621,5,2.7,4,0,20,434,910,6,1,54,2801,0.1,151,1,1,1,1,0,1,2
652,9,0.5,3,1,2,464,781,18,12,58,565,0.6,142,1,0,0,1,0,0,0
1175,12,0.6,2,10,12,137,1501,9,4,25,3153,0.1,145,0,0,0,0,0,1,2
561,5,1.0,8,0,10,492,1176,16,2,11,3421,0.1,163,0,1,1,1,0,1,2
1137,17,2.2,5,6,7,1250,1285,15,14,3,316,0.9,173,0,0,0,0,1,1,0
1835,14,2.3,7,4,13,385,583,18,17,11,448,0.1,193,0,1,0,0,1,1,0
1170,2,2.9,6,2,5,427,684,16,8,40,2366,0.4,169,1,0,1,1,0,1,1
1595,9,0.8,4,0,20,1024,1838,14,10,44,3881,0.7,85,1,1,0,1,1,1,3
1719,5,2.0,8,0,7,240,904,6,3,12,462,0.3,122,0,1,0,0,0,0,0
1770,17,2.3,7,0,6,886,1552,6,1,7,1480,0.8,128,1,0,0,0,0,1,1
1312,14,0.5,2,0,0,1233,1854,17,16,28,1087,0.8,163,1,0,0,0,1,1,1
1878,3,1.5,5,5,13,183,559,8,2,56,2711,0.3,139,1,0,1,1,1,1,2
1871,12,2.0,7,7,14,88,1682,13,12,20,2144,0.1,81,0,1,1,1,1,1,2
922,4,1.5,7,1,15,1016,1383,19,6,35,1165,0.9,188,1,0,1,1,1,1,0
1975,13,1.5,8,6,11,80,655,5,4,16,2998,0.9,128,0,1,1,0,1,1,2
1212,4,2.6,4,1,8,611,1715,14,3,46,2249,0.3,102,0,0,1,1,1,1,2
1430,17,0.9,3,3,5,569,906,17,8,56,752,0.1,179,0,1,0,1,0,0,0
1958,3,1.9,2,0,3,304,637,16,5,4,1409,0.2,190,1,1,0,0,0,0,1
1836,5,2.1,7,0,15,276,1230,7,3,30,3072,0.2,184,1,1,1,0,1,1,3
557,3,1.6,3,0,0,1131,1315,12,8,24,1305,0.5,125,0,1,0,1,0,1,0
539,9,0.6,7,9,14,551,599,14,5,21,3597,0.1,145,1,1,0,0,0,0,2
880,6,0.5,8,1,15,436,1302,8,7,44,3132,0.5,172,1,0,1,1,0,0,2
1369,18,1.8,1,6,7,553,727,18,4,34,3856,0.5,162,1,1,1,1,0,0,3
1109,7,2.7,1,1,9,1391,1787,15,10,39,1524,0.4,98,1,1,1,1,0,1,1
843,20,1.8,5,0,6,981,1096,12,1,16,3673,0.1,166,1,0,0,1,0,1,3
598,7,2.3,2,7,10,680,1173,8,4,21,3293,0.7,196,1,0,0,1,0,1,2
972,19,2.7,4,1,2,687,816,12,7,5,3035,1.0,126,1,1,0,1,0,1,2
1944,13,0.5,6,5,18,1060,1970,17,14,36,584,0.1,197,0,1,1,0,1,1,1
1225,15,0.7,7,0,1,217,1101,12,11,2,2675,0.6,138,1,0,1,0,1,1,2
644,19,1.3,1,7,16,1140,1654,9,0,30,2382,0.5,114,1,1,0,1,1,1,2
1919,12,1.5,4,5,6,304,1191,19,13,48,1391,0.8,150,0,0,0,1,1,1,1
501,2,2.3,4,12,19,504,1089,13,12,54,2346,0.3,131,0,0,0,1,1,1,1
1620,18,2.2,3,0,3,832,1033,6,0,30,606,0.2,185,1,1,0,0,1,1,0
1227,12,1.1,3,0,3,935,1781,7,3,34,1324,0.2,130,1,1,1,1,0,0,1
1359,4,0.5,6,1,3,446,901,16,8,58,1076,0.5,107,1,1,1,1,1,1,0
1914,8,0.7,8,1,2,942,1701,17,1,35,643,0.6,118,0,0,0,1,0,1,1
1645,20,1.8,7,1,2,897,1308,10,8,21,783,0.7,123,0,1,0,0,0,1,0
1063,5,1.1,5,0,2,1208,1232,17,16,26,3809,0.8,101,0,1,0,1,1,1,3
946,16,2.1,8,0,0,159,630,7,4,19,2104,0.2,154,0,0,1,0,1,1,1
1231,6,1.2,3,5,10,632,1184,5,3,54,1762,0.8,185,1,0,1,0,0,1,1
1397,11,2.9,6,13,18,1308,1991,12,1,9,3137,0.5,87,1,0,1,1,0,1,3
701,17,0.7,3,7,11,1002,1256,6,3,15,1756,0.5,160,0,1,1,1,0,1,1
570,14,0.5,7,2,5,1331,1917,14,10,9,3663,0.3,111,1,1,0,0,0,0,3
1993,9,0.5,8,10,11,150,510,14,0,27,2437,0.3,147,0,1,0,0,1,1,2
955,9,0.5,5,4,8,1248,1511,12,9,43,1432,0.9,143,1,0,1,1,0,1,1
924,12,0.5,8,0,6,108,1813,17,15,47,1620,0.3,167,1,0,0,0,1,1,1
600,9,0.5,5,0,2,320,747,18,0,14,1655,0.8,112,0,0,0,0,0,0,0
518,8,0.8,7,0,1,437,1947,5,0,3,2832,0.1,178,1,0,0,1,0,1,2
1063,5,2.5,6,0,10,295,935,16,6,31,961,0.9,95,0,1,1,0,1,1,0
920,2,0.5,3,2,3,1058,1421,6,0,46,2608,0.8,149,0,1,0,1,0,0,2
1715,13,1.9,5,4,6,79,1652,7,4,3,514,0.1,171,0,0,0,0,1,1,0
1841,18,1.3,8,6,8,593,672,7,1,14,2304,0.6,167,1,1,0,1,0,0,2
543,5,0.5,5,4,7,693,1031,14,0,60,933,0.7,132,1,1,1,0,1,1,0
1762,20,2.7,1,13,14,300,527,14,10,25,1896,0.9,189,1,1,1,1,1,1,1
1112,20,0.5,4,1,16,234,739,7,3,53,3655,0.6,121,1,1,1,0,0,1,3
709,16,2.0,1,0,0,1545,1596,12,9,35,1973,0.1,136,1,1,1,1,0,0,1
1315,13,2.6,7,7,16,59,575,6,3,64,3278,0.8,128,0,1,0,0,0,0,2
1762,11,2.5,8,10,11,1103,1364,8,3,15,2183,0.3,107,0,1,1,0,1,1,2
1462,13,1.7,7,1,18,91,1478,15,5,25,824,0.2,182,1,1,0,1,0,1,0
571,8,1.6,7,8,20,177,1282,13,5,35,2598,0.2,186,1,0,1,0,0,1,1
666,9,0.5,3,7,13,58,1353,15,9,54,1254,0.4,81,1,1,1,1,1,1,0
1994,20,1.5,8,2,7,447,1435,7,0,7,3622,0.5,146,1,0,0,1,1,1,3
1583,2,2.1,7,11,16,942,1651,17,13,14,1704,0.7,148,1,1,0,1,0,1,2
1778,9,1.4,4,3,17,88,516,15,13,45,1624,1.0,132,1,0,1,0,1,1,1
1926,17,1.1,6,13,17,371,1000,17,12,50,3809,0.2,179,0,1,1,0,1,1,3
966,5,0.6,4,9,10,1446,1754,10,1,50,2574,0.2,117,0,1,0,1,1,1,2
568,9,2.0,3,1,4,181,1703,17,9,36,950,0.3,179,0,0,0,0,0,1,0
1897,3,3.0,8,1,2,1311,1935,17,6,21,273,0.5,192,0,0,1,1,1,1,0
1695,15,0.5,3,6,9,1791,1898,16,13,46,446,0.7,200,1,0,1,1,1,1,1
1623,17,1.2,7,6,12,1568,1832,12,10,61,1510,0.9,120,0,1,1,0,1,1,2
914,2,0.5,4,0,0,706,721,12,9,26,1122,0.7,147,0,1,1,1,1,1,0
1721,5,0.5,4,4,5,871,1048,19,2,33,707,0.5,128,1,1,1,1,1,1,0
890,3,2.2,8,4,13,1074,1873,7,3,44,751,0.5,198,1,1,0,0,0,0,0
600,8,0.5,3,1,7,501,1465,12,7,48,3393,0.8,191,0,0,0,0,0,1,2
1677,12,1.8,6,4,8,271,1477,15,6,11,3771,0.7,124,1,0,0,0,0,1,3
723,16,0.5,4,0,3,920,1748,15,3,3,1851,0.2,168,0,0,0,0,1,1,1
638,9,1.7,4,11,17,1171,1383,7,2,27,2735,0.5,102,1,0,1,0,0,1,2
852,7,1.0,7,4,13,293,1159,17,4,62,2253,0.7,104,1,0,1,0,1,1,1
1979,14,1.6,7,0,1,833,1630,13,6,32,452,0.2,165,1,1,1,0,0,0,0
710,18,0.5,5,6,9,485,857,12,11,32,1419,0.8,151,0,1,1,0,0,0,0
1034,7,2.6,3,2,4,182,1293,15,1,45,969,0.3,190,1,0,0,0,1,1,0
600,5,2.5,1,8,11,207,1162,19,1,22,3441,0.1,145,1,0,0,0,1,1,2
1027,12,0.5,2,2,7,1698,1747,17,12,64,3786,0.9,103,0,0,0,0,1,1,3
1260,8,0.6,6,5,6,165,736,13,1,13,2710,1.0,106,0,0,1,0,1,1,2
1793,15,1.8,6,10,17,1086,1418,16,14,12,3533,0.5,169,1,0,1,1,0,1,3
675,13,2.3,5,10,15,192,757,7,0,60,1735,0.9,144,0,0,0,1,0,1,0
658,20,2.7,7,0,3,1156,1750,14,11,12,3587,0.9,103,0,1,0,0,1,1,3
1694,2,0.6,7,0,7,377,549,17,5,34,2298,0.3,102,0,1,1,0,1,1,2
804,11,0.8,1,12,13,709,818,11,5,41,2027,0.9,89,1,1,0,0,1,1,1
1713,20,2.5,7,1,3,729,974,13,10,27,2406,0.9,127,1,0,0,1,0,1,2
706,4,0.5,3,13,19,543,938,8,7,31,2419,0.1,108,0,0,0,1,1,1,1
1362,18,0.5,7,3,9,553,1505,7,6,25,995,0.8,131,0,0,1,1,0,0,0
1527,11,2.7,5,10,14,526,1116,5,3,60,2078,0.1,154,0,0,1,1,1,1,2
768,7,0.5,2,0,1,637,991,19,1,19,1145,0.9,159,1,0,0,1,0,0,0
1314,4,2.9,4,8,12,113,577,10,4,41,626,0.1,155,1,0,1,1,1,1,0
705,18,0.5,6,5,9,1114,1374,15,11,57,1509,0.9,155,0,1,1,1,1,1,1
1403,9,2.7,5,2,3,461,1251,13,9,26,3371,0.1,164,0,0,0,1,1,1,3
1486,15,2.6,4,7,15,1430,1747,13,1,52,297,0.1,85,0,0,1,0,0,0,0
781,5,1.1,5,2,7,304,1674,13,8,38,3508,0.4,198,0,0,0,1,0,0,3
986,19,1.5,8,1,3,471,800,16,9,23,2385,0.8,183,0,1,0,0,1,1,1
1310,19,1.4,1,0,14,806,1016,13,12,33,1301,0.4,105,0,0,0,1,0,0,1
560,7,2.0,3,6,12,80,1327,11,10,57,2167,0.3,81,1,1,0,1,1,1,1
1348,8,1.3,5,0,6,204,501,10,3,43,3914,0.4,116,0,0,0,1,0,1,3
1567,18,0.5,6,3,6,545,1621,9,1,22,2312,0.5,119,1,0,0,0,0,1,2
1940,8,0.9,5,4,7,112,858,14,6,17,2297,0.7,93,1,1,1,0,0,0,2
1979,2,2.9,3,0,9,1331,1532,8,2,19,411,1.0,176,1,1,1,1,1,1,0
561,4,2.1,3,7,13,1055,1294,10,0,2,665,0.1,193,1,1,1,0,1,1,0
1717,5,1.3,1,1,3,609,810,6,4,62,3226,0.7,130,0,1,1,0,0,0,3
535,18,1.5,1,1,4,290,811,11,10,48,740,0.7,113,0,0,1,0,1,1,0
1413,4,0.5,5,4,12,1039,1318,19,16,39,3878,0.1,185,1,0,0,0,1,1,3
1358,11,2.5,7,0,0,1485,1655,5,1,20,3406,0.6,135,1,0,0,1,0,0,3
1519,10,2.9,7,2,8,1122,1702,9,5,30,2440,0.7,112,0,0,1,1,0,1,2
1254,17,1.2,5,2,6,462,1013,10,4,50,3959,0.7,108,1,0,1,0,0,1,3
1591,20,2.2,6,3,7,1384,1883,17,6,49,3703,0.4,154,0,1,1,0,1,1,3
977,10,2.8,2,2,15,1502,1862,19,3,35,3714,0.6,165,1,1,1,1,0,0,3
1640,5,0.7,7,10,14,589,1301,16,3,21,337,0.8,169,0,1,1,0,1,1,0
663,2,0.8,2,0,1,82,1605,6,2,25,3176,0.6,183,1,0,0,1,0,1,2
1744,14,1.0,8,1,3,68,718,18,7,20,1205,0.5,112,0,1,0,0,1,1,1
1624,2,1.6,2,8,10,689,699,16,11,28,2473,0.4,150,1,0,0,0,0,1,2
1108,4,1.3,7,14,20,208,1742,5,3,2,1229,0.3,169,1,1,1,0,1,1,0
1188,16,1.4,2,0,0,1339,1558,12,11,9,2896,0.6,114,1,1,0,1,1,1,3
817,19,1.3,3,0,11,722,766,11,6,11,2039,0.5,144,0,0,1,0,0,0,1
863,18,1.6,4,5,13,717,1799,10,2,6,520,0.7,133,1,0,0,1,1,1,0
1397,4,2.4,3,5,15,433,1658,18,15,3,1378,0.2,121,1,0,1,1,1,1,1
1108,16,1.0,5,3,12,1298,1666,12,0,49,3254,0.7,140,0,0,0,0,0,1,3
1068,7,2.0,7,1,13,186,1998,5,4,37,1803,0.9,184,1,0,0,0,1,1,1
1702,4,2.3,2,12,15,1397,1491,16,12,52,2501,0.5,145,0,1,0,0,1,1,3
808,12,0.5,4,0,1,618,1891,15,9,8,3762,0.1,192,1,0,0,1,0,1,3
1156,13,0.5,7,6,9,1214,1262,16,6,61,1796,0.1,89,0,0,1,1,0,0,1
1271,6,0.5,8,2,3,613,650,14,11,54,990,0.1,159,1,0,1,1,0,0,0
696,9,0.5,3,6,8,649,907,18,8,51,2630,0.3,197,0,0,0,1,0,0,1
1981,13,1.9,6,13,18,193,1234,10,1,45,1380,0.3,175,1,1,1,0,0,0,1
614,11,1.7,7,0,2,22,519,15,6,58,3487,0.2,128,1,0,1,1,1,1,2
1590,18,0.6,3,0,17,1464,1595,12,3,7,1201,0.3,122,1,0,1,1,0,1,1
1945,15,1.6,3,4,10,280,895,6,1,21,3015,0.7,113,0,0,0,0,0,0,3
1135,6,2.8,1,9,11,690,1589,18,13,43,3204,0.4,158,1,1,0,0,0,1,3
1049,6,0.6,6,8,10,39,1564,10,7,2,433,0.3,172,1,0,0,0,1,1,0
1807,13,2.1,1,2,10,337,1384,17,13,49,1906,0.8,125,0,1,1,1,0,0,2
984,13,0.5,7,13,17,1036,1611,16,8,42,898,0.8,98,0,1,1,0,1,1,0
720,15,1.4,7,0,8,1347,1733,5,3,61,2799,0.6,96,1,1,0,1,1,1,3
1536,16,0.8,7,12,20,22,1634,6,0,13,2020,0.3,105,0,0,1,0,0,1,2
771,20,0.5,4,3,6,327,922,12,1,25,770,1.0,86,0,1,1,0,0,0,0
503,16,2.5,6,3,11,778,1291,11,8,57,305,0.6,185,0,0,0,1,0,0,0
675,13,2.4,7,1,2,482,874,9,5,42,2953,0.6,187,0,0,1,0,0,1,2
1936,9,1.9,7,13,14,591,1089,6,1,34,1671,0.2,182,1,1,0,1,1,1,1
1303,14,1.0,3,0,10,229,1604,12,4,15,2574,0.1,138,1,0,1,1,1,1,2
1004,18,2.9,6,0,9,901,1162,17,8,35,3772,0.2,141,1,1,1,1,0,0,3
1972,17,1.2,2,0,1,715,1648,16,0,37,2870,0.7,102,1,0,0,0,0,0,3
1822,8,1.2,6,0,0,172,910,9,5,8,2577,0.2,195,0,0,1,0,0,1,2
1159,3,2.8,1,5,7,681,723,8,1,18,2246,0.5,83,0,1,1,0,1,1,1
1782,16,2.8,1,6,13,867,999,15,0,58,2405,0.8,157,1,1,0,1,1,1,2
894,6,2.1,8,16,20,286,1300,5,1,16,3377,0.7,168,1,0,1,1,0,1,2
1884,7,2.1,1,7,18,451,819,14,8,43,3619,0.8,185,1,0,1,1,1,1,3
1648,2,0.5,2,1,3,1119,1238,6,2,17,1184,0.9,142,0,1,0,1,1,1,1
798,14,2.4,3,5,9,526,643,15,7,4,2965,0.2,96,0,0,1,0,0,1,2
802,8,2.4,3,1,9,1299,1633,8,3,45,3713,0.8,157,1,1,0,0,0,0,3
1276,8,2.9,2,2,3,217,735,19,10,53,3798,0.3,130,1,1,1,1,0,1,3
1331,20,1.6,2,0,7,1109,1226,13,5,16,1026,0.5,165,0,1,0,1,0,1,1
1620,13,2.6,6,6,18,434,1339,18,14,5,1086,0.9,186,1,0,0,0,0,1,1
1996,12,2.5,4,5,9,671,1445,8,7,51,2236,0.4,122,0,0,0,1,1,1,2
1092,20,2.7,1,8,10,1404,1424,12,3,45,1303,0.8,185,1,0,1,1,0,0,1
1018,2,0.7,5,7,18,856,883,10,3,63,3048,0.1,155,1,1,0,1,0,0,2
545,19,0.5,3,0,1,381,1452,15,6,11,616,0.3,131,0,0,1,1,1,1,0
554,4,1.3,6,0,10,85,806,10,7,12,3764,0.1,105,0,1,1,1,0,0,2
1264,3,2.9,3,2,3,562,849,7,4,34,419,0.2,171,1,0,1,1,1,1,0
1030,18,1.6,6,3,20,1111,1812,6,2,58,2858,0.2,138,1,0,1,1,1,1,3
1432,10,1.7,4,6,18,209,947,14,4,39,504,0.3,164,1,1,1,0,1,1,0
558,8,2.8,5,1,4,997,1605,10,5,49,392,0.8,142,0,1,1,1,1,1,0
829,11,0.5,7,0,1,91,1916,12,6,56,820,0.6,129,0,0,0,1,0,1,0
1741,3,1.8,8,0,0,730,1895,11,3,14,3387,0.7,143,0,1,0,0,0,1,3
1849,19,2.3,5,7,19,606,1123,14,11,15,3447,0.4,144,0,1,0,1,1,1,3
733,2,2.1,7,5,10,445,1409,15,8,7,1403,0.2,174,0,0,1,0,1,1,0
1872,16,0.9,2,0,2,286,1484,15,11,16,2295,0.5,80,1,1,0,1,0,0,2
1853,8,0.5,6,1,13,985,1005,10,2,27,1973,0.3,197,1,0,0,1,0,1,2
1149,8,2.2,6,4,5,1617,1675,17,14,30,3755,0.2,106,0,1,0,0,0,1,3
891,10,0.5,2,9,19,375,1724,7,1,25,2073,0.3,196,1,0,0,1,1,1,1
1911,11,2.0,8,7,8,1795,1958,9,8,64,3872,0.6,163,0,1,1,0,1,1,3
550,8,0.5,2,16,17,486,1930,18,5,23,302,0.1,145,0,1,0,0,1,1,0
576,8,0.8,2,0,4,757,1518,18,6,27,1519,0.1,121,0,0,0,1,1,1,1
1760,4,1.9,1,1,2,273,1704,10,8,50,2549,0.8,198,0,0,1,0,1,1,2
969,19,2.4,7,0,0,491,589,18,5,45,404,0.3,124,0,0,0,1,0,1,0
1160,15,1.1,3,1,2,762,859,18,4,63,595,0.7,166,0,0,0,1,1,1,0
827,17,1.1,2,2,16,448,821,14,0,18,1663,0.9,160,1,0,1,1,1,1,0
1786,7,0.5,7,9,10,231,1671,9,3,58,2764,0.7,161,0,0,1,1,1,1,3
774,14,0.6,1,2,4,1713,1865,7,0,8,2614,0.4,136,1,1,1,1,1,1,2
819,15,2.5,8,0,1,438,822,10,5,11,1094,0.2,83,1,1,0,0,1,1,0
1042,2,2.2,5,15,16,68,1018,18,0,11,2826,0.6,139,0,0,0,0,1,1,2
1368,5,3.0,7,10,18,698,829,13,6,50,2496,0.2,97,1,0,1,1,0,0,2
1592,7,2.1,2,6,17,510,522,19,8,50,2103,0.1,181,0,0,0,0,1,1,1
1067,13,1.8,1,11,15,965,1009,5,0,14,966,0.2,146,1,0,0,1,0,0,0
1892,3,0.7,4,5,10,1399,1564,17,14,47,2172,0.4,110,0,1,1,1,0,1,2
915,12,1.1,8,6,17,532,1448,19,10,56,905,0.6,187,0,0,1,0,0,0,0
774,12,2.8,3,7,18,8,896,8,1,55,3916,0.9,124,0,1,1,0,1,1,3
1848,3,1.4,2,2,10,154,605,11,9,42,3902,0.7,179,1,1,0,1,1,1,3
1501,16,1.1,1,12,15,198,1056,13,12,2,2487,0.2,187,0,0,1,1,1,1,2
1614,13,1.9,3,8,17,860,1330,17,13,55,3914,0.3,188,0,0,0,0,1,1,3
911,17,2.9,5,0,1,461,670,9,5,46,363,0.1,181,0,1,1,0,0,0,0
1520,4,0.5,5,1,8,109,1909,13,3,24,3233,0.7,199,0,0,0,1,1,1,3
1647,15,1.4,6,3,15,193,1185,16,14,38,2532,0.3,102,1,0,0,1,1,1,2
1347,14,0.9,6,8,15,961,1008,15,3,53,3836,0.8,108,1,0,0,1,1,1,3
967,18,1.6,8,4,9,243,1642,7,4,25,3076,0.6,92,0,1,1,1,0,0,2
1442,7,2.2,5,0,3,1626,1668,11,8,56,1513,0.7,145,0,0,1,0,1,1,2
1204,19,2.6,7,0,3,480,1482,11,2,10,1724,0.3,199,0,1,0,0,0,1,1
1320,14,2.1,7,0,2,123,1229,11,1,41,542,0.6,144,1,0,1,0,1,1,0
1800,8,0.7,7,2,6,400,823,10,8,8,3481,0.4,100,0,1,0,1,1,1,3
1567,10,2.1,3,3,19,190,1326,15,2,22,3991,0.8,153,1,0,0,0,0,1,3
1439,15,0.9,1,12,17,626,932,19,12,20,1790,0.8,147,0,0,0,1,1,1,1
1422,3,1.0,1,15,17,1,926,19,1,3,509,0.1,112,0,0,1,1,0,1,0
1591,14,2.2,3,4,16,548,1641,10,9,52,282,1.0,161,1,1,1,1,1,1,0
880,3,1.7,4,2,19,632,660,6,4,6,3006,0.6,198,0,0,0,0,0,1,2
1929,6,0.5,6,0,2,349,1051,12,7,19,1913,1.0,163,1,1,1,0,1,1,1
1642,2,1.6,5,0,2,1686,1889,18,0,5,1333,0.4,102,1,1,0,1,0,0,2
1511,5,2.5,3,3,18,1455,1982,10,0,21,3746,0.2,114,1,0,0,0,0,1,3
1312,13,1.3,2,5,9,95,893,6,2,10,3941,0.6,163,0,0,1,1,1,1,3
1852,11,1.4,1,4,18,580,1163,13,1,10,3970,0.7,196,0,0,0,1,1,1,3
972,7,1.3,7,8,10,297,589,7,6,44,3925,0.7,82,0,1,1,0,0,0,3
691,15,2.7,4,4,8,951,962,5,3,33,424,0.9,108,1,1,1,1,1,1,0
807,2,0.5,5,9,20,667,697,17,13,8,1284,0.3,158,0,0,1,1,0,0,0
1113,12,0.6,1,0,10,1047,1312,11,2,25,277,0.3,145,1,0,0,1,0,1,0
721,4,1.3,1,10,18,408,1862,10,3,16,1713,0.9,125,1,1,1,1,0,0,1
1188,7,1.5,6,0,2,1150,1469,12,7,54,485,0.3,198,1,1,1,0,0,0,0
1512,7,0.5,1,1,14,333,952,6,5,52,3002,0.1,131,0,1,0,1,0,0,2
805,17,0.7,4,0,14,641,704,11,6,64,418,0.1,97,0,1,1,1,0,0,0
918,14,0.9,7,1,5,653,671,17,4,8,1652,0.1,123,1,0,1,0,0,1,1
1320,9,0.5,5,7,16,103,1583,8,5,48,2893,0.2,168,1,0,0,1,0,0,2
1236,20,0.9,1,2,14,517,809,14,12,57,1406,0.1,188,1,0,0,1,1,1,0
1387,11,0.5,3,0,0,785,1151,5,3,61,629,0.5,98,0,0,1,0,1,1,0
1883,20,2.7,2,6,10,531,791,16,15,30,3724,0.5,95,1,1,1,1,1,1,3
839,11,2.0,7,0,3,564,1391,15,8,14,3835,0.4,175,1,0,0,0,0,1,3
1593,13,1.0,8,0,0,761,1336,15,13,52,1354,0.7,130,0,1,1,1,1,1,1
1722,19,1.0,6,7,19,1179,1638,5,1,25,2376,0.8,88,0,1,0,1,0,0,3
1954,13,0.6,3,8,9,673,690,17,12,7,3438,0.9,126,1,0,0,0,0,1,3
1788,4,0.5,6,15,20,472,1073,12,2,2,2655,0.3,150,1,1,0,1,1,1,2
1628,13,0.5,6,5,8,412,643,16,10,33,3361,0.9,101,0,0,0,0,1,1,3
1965,16,0.5,7,6,9,977,1660,17,0,4,3535,1.0,84,0,0,1,1,1,1,3
833,7,2.2,1,4,6,359,1395,9,5,27,2150,0.9,124,0,1,1,1,0,0,1
571,18,0.6,3,1,8,224,783,7,5,43,2587,0.5,141,0,0,0,0,1,1,1
1808,8,0.5,2,1,16,714,1208,9,1,31,2736,0.5,92,1,1,0,1,0,0,3
1860,4,0.5,6,2,3,195,799,15,0,55,676,0.7,83,1,0,0,1,1,1,0
1368,17,1.6,7,4,7,843,1145,13,12,9,2941,0.1,115,1,1,1,0,0,0,3
1161,14,1.3,8,0,12,308,1169,6,4,21,3336,0.6,126,1,0,0,1,1,1,3
1224,13,1.6,1,9,18,522,563,10,5,33,3796,1.0,157,0,1,1,0,0,1,3
902,15,0.6,5,0,14,364,1360,18,8,63,3654,0.7,122,1,1,1,1,0,0,3
787,14,0.5,1,15,16,806,1423,8,6,11,2934,0.6,93,0,1,0,1,0,1,2
854,11,0.5,8,2,5,518,1152,5,2,30,2889,0.5,125,0,0,0,1,0,0,2
1184,14,1.5,1,1,6,519,1577,17,7,48,3315,0.6,191,1,0,1,1,1,1,3
1973,5,1.6,4,5,6,792,1181,9,0,39,1993,0.8,152,1,0,0,0,1,1,2
510,11,1.7,3,3,6,382,1228,17,2,35,2509,0.8,120,1,0,1,1,0,0,1
966,11,2.0,2,8,10,214,1523,18,17,34,3534,0.5,118,0,0,1,1,1,1,3
1438,15,1.8,8,3,7,859,867,14,11,16,2246,0.6,169,0,1,0,0,0,0,2
1986,13,0.5,3,7,9,342,774,5,0,51,3165,0.4,95,0,0,0,0,0,1,3
1907,17,2.0,7,13,15,713,1513,14,4,55,286,0.9,105,0,0,0,1,0,1,0
1489,8,2.4,1,8,16,172,812,7,6,32,776,0.6,200,1,0,0,0,0,0,0
1843,15,1.8,6,13,18,118,580,15,14,16,3213,0.7,134,1,1,1,0,1,1,3
825,14,1.5,3,11,18,540,783,11,4,38,716,0.4,94,0,1,1,0,0,0,0
1286,4,2.3,2,10,18,18,662,10,5,16,424,0.1,98,0,1,1,0,1,1,0
840,18,0.6,7,0,19,987,1081,12,8,63,3486,0.8,137,0,0,1,0,1,1,3
757,9,2.3,4,5,7,535,697,19,12,58,3237,0.2,163,1,0,0,1,1,1,2
814,12,1.1,2,2,10,1092,1406,16,6,41,1944,0.8,177,1,1,0,0,0,1,1
1195,19,1.1,6,2,6,327,1001,14,2,8,643,0.9,80,1,1,0,0,1,1,0
767,12,0.8,4,7,12,517,1995,6,0,10,2317,0.5,107,0,0,1,1,1,1,2
1068,15,1.3,8,6,7,994,1500,16,1,52,1436,0.1,97,0,0,0,0,1,1,1
994,20,2.8,3,0,3,491,530,5,2,56,3190,0.5,173,1,1,1,1,0,1,2
1550,15,2.5,2,6,11,268,832,16,1,21,2338,0.8,133,0,1,1,0,0,0,2
1878,2,0.5,8,9,19,210,1026,18,7,29,1334,0.6,85,0,1,0,0,0,0,1
623,19,2.0,3,2,4,144,672,17,3,6,3657,0.1,127,0,0,1,0,0,1,2
